Customer_ID,Transaction_Date,Transaction_Time
15,2019-01-12,20:07:00
15,2019-01-08,13:48:00
15,2019-01-20,18:09:00
15,2019-01-04,18:19:00
15,2019-01-03,12:02:00
15,2019-01-23,11:51:00
15,2019-01-21,14:42:00
12,2019-01-09,12:07:00
12,2019-01-08,14:25:00
12,2019-01-09,13:34:00
12,2019-01-10,10:33:00
12,2019-01-08,13:05:00
12,2019-01-05,16:05:00
8,2019-03-28,20:14:00
8,2019-03-28,13:57:00
8,2019-01-06,11:18:00
8,2019-01-01,20:26:00
8,2019-01-05,19:50:00
8,2019-01-06,11:09:00
15,2019-01-24,10:04:00
3,2019-01-02,16:19:00
3,2019-01-03,16:47:00
3,2019-01-02,18:09:00
3,2019-01-05,11:25:00
7,2019-03-25,18:02:00
7,2019-03-26,18:37:00
7,2019-03-25,18:51:00
7,2019-03-22,19:35:00
7,2019-03-28,12:58:00
7,2019-03-21,10:40:00
2,2019-03-27,11:26:00
11,2019-03-03,13:23:00
9,2019-01-03,13:07:00
9,2019-01-07,12:37:00
9,2019-01-03,11:36:00
13,2019-01-23,17:44:00
13,2019-01-06,11:51:00
13,2019-01-09,18:43:00
13,2019-01-08,19:38:00
13,2019-01-31,10:33:00
13,2019-01-20,17:48:00
13,2019-01-11,11:52:00
13,2019-01-24,15:05:00
13,2019-01-12,18:22:00
13,2019-01-11,20:10:00
13,2019-01-18,15:04:00
13,2019-01-17,17:59:00
13,2019-01-21,20:13:00
13,2019-01-31,20:48:00
13,2019-01-16,17:59:00
13,2019-01-15,10:54:00
13,2019-01-19,15:58:00
13,2019-01-14,14:43:00
13,2019-01-01,13:55:00
13,2019-01-22,11:00:00
13,2019-01-28,19:24:00
13,2019-01-19,15:28:00
13,2019-01-14,12:09:00
13,2019-01-07,12:20:00
13,2019-01-31,14:04:00
13,2019-01-04,13:34:00
13,2019-01-29,10:01:00
13,2019-01-20,20:38:00
14,2019-01-06,19:46:00
14,2019-01-06,11:23:00
12,2019-01-06,12:46:00
13,2019-01-05,20:54:00
14,2019-01-01,11:36:00
14,2019-01-03,20:24:00
14,2019-01-01,14:42:00
